Kategori,Alt_Kategori,Marka,Model,Fiyat_TL,Segment,Kullanim_Amaci,Soket,RAM_Tipi,Watt,Kapasite,Uyumluluk,Ozellik,Puan,Yorum_Sayisi,Garanti_Yil,RGB,Boyut,Cozunurluk,Hz,VRAM,Okuma_Hizi,Yazma_Hizi,Kaynak,Fiyat_Guncelleme_Tarihi,Fiyat_Notu,Akakce_Arama_Link,Hepsiburada_Arama_Link,Amazon_Arama_Link,Teknosa_Arama_Link,Vatan_Arama_Link,Itopya_Arama_Link,Incehesap_Arama_Link,Sinerji_Arama_Link,Topluluk_Puani,Populerlik
Toplama Bilgisayar,Mouse,Glorious,Atlantis 36000DPI,3400,Üst,Yazılım,,,,,Bluetooth,"36000 DPI sensör, 59g",50,6286,2,Var,,,,,,,Epey,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Glorious+Atlantis+36000DPI,https://www.hepsiburada.com/ara?q=Glorious+Atlantis+36000DPI,https://www.amazon.com.tr/s?k=Glorious+Atlantis+36000DPI,https://www.teknosa.com/arama/?s=Glorious+Atlantis+36000DPI,https://www.vatanbilgisayar.com/arama/Glorious+Atlantis+36000DPI,https://www.itopya.com/Arama?q=Glorious+Atlantis+36000DPI,https://www.incehesap.com/arama/?q=Glorious+Atlantis+36000DPI,https://www.sinerji.gen.tr/arama?q=Glorious+Atlantis+36000DPI,50,Yüksek
Toplama Bilgisayar,Kasa,NZXT,Aquarius White,8000,Üst,Yazılım,,,,,E-ATX,"Mid Tower, mesh/airflow odaklı kasa",57,6562,2,Yok,Mid Tower,,,,,,Sinerji,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=NZXT+Aquarius+White,https://www.hepsiburada.com/ara?q=NZXT+Aquarius+White,https://www.amazon.com.tr/s?k=NZXT+Aquarius+White,https://www.teknosa.com/arama/?s=NZXT+Aquarius+White,https://www.vatanbilgisayar.com/arama/NZXT+Aquarius+White,https://www.itopya.com/Arama?q=NZXT+Aquarius+White,https://www.incehesap.com/arama/?q=NZXT+Aquarius+White,https://www.sinerji.gen.tr/arama?q=NZXT+Aquarius+White,57,Yüksek
Toplama Bilgisayar,Ekran Kartı,Zotac,RX 7600 Twin Edge 8GB,16000,Orta,Video Edit,,GDDR6,165,8GB,PCIe,1080p oyun,60,8411,3,Yok,,,,8GB,,,GamingGenTR,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Zotac+RX+7600+Twin+Edge+8GB,https://www.hepsiburada.com/ara?q=Zotac+RX+7600+Twin+Edge+8GB,https://www.amazon.com.tr/s?k=Zotac+RX+7600+Twin+Edge+8GB,https://www.teknosa.com/arama/?s=Zotac+RX+7600+Twin+Edge+8GB,https://www.vatanbilgisayar.com/arama/Zotac+RX+7600+Twin+Edge+8GB,https://www.itopya.com/Arama?q=Zotac+RX+7600+Twin+Edge+8GB,https://www.incehesap.com/arama/?q=Zotac+RX+7600+Twin+Edge+8GB,https://www.sinerji.gen.tr/arama?q=Zotac+RX+7600+Twin+Edge+8GB,60,Yüksek
Toplama Bilgisayar,Kasa,Xigmatek,North Black,4200,Orta,Ofis,,,,,Micro ATX,"Full Tower, mesh/airflow odaklı kasa",49,7486,2,Yok,Full Tower,,,,,,GamingGenTR,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Xigmatek+North+Black,https://www.hepsiburada.com/ara?q=Xigmatek+North+Black,https://www.amazon.com.tr/s?k=Xigmatek+North+Black,https://www.teknosa.com/arama/?s=Xigmatek+North+Black,https://www.vatanbilgisayar.com/arama/Xigmatek+North+Black,https://www.itopya.com/Arama?q=Xigmatek+North+Black,https://www.incehesap.com/arama/?q=Xigmatek+North+Black,https://www.sinerji.gen.tr/arama?q=Xigmatek+North+Black,49,Orta
Toplama Bilgisayar,Kasa,Fractal Design,H5 Flow White,10900,Amiral,Oyun,,,,,Micro ATX,"Full Tower, mesh/airflow odaklı kasa",53,703,2,Yok,Full Tower,,,,,,Epey,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Fractal+Design+H5+Flow+White,https://www.hepsiburada.com/ara?q=Fractal+Design+H5+Flow+White,https://www.amazon.com.tr/s?k=Fractal+Design+H5+Flow+White,https://www.teknosa.com/arama/?s=Fractal+Design+H5+Flow+White,https://www.vatanbilgisayar.com/arama/Fractal+Design+H5+Flow+White,https://www.itopya.com/Arama?q=Fractal+Design+H5+Flow+White,https://www.incehesap.com/arama/?q=Fractal+Design+H5+Flow+White,https://www.sinerji.gen.tr/arama?q=Fractal+Design+H5+Flow+White,53,Orta
Toplama Bilgisayar,Monitör,Samsung,Optix 34 inç 3840x2160 144Hz,21500,Amiral,Oyun,,,35,,HDMI-DP,"OLED panel, 144Hz",78,491,3,Yok,34 inç,3840x2160,144Hz,,,,Akakçe,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Samsung+Optix+34+in%C3%A7+3840x2160+144Hz,https://www.hepsiburada.com/ara?q=Samsung+Optix+34+in%C3%A7+3840x2160+144Hz,https://www.amazon.com.tr/s?k=Samsung+Optix+34+in%C3%A7+3840x2160+144Hz,https://www.teknosa.com/arama/?s=Samsung+Optix+34+in%C3%A7+3840x2160+144Hz,https://www.vatanbilgisayar.com/arama/Samsung+Optix+34+in%C3%A7+3840x2160+144Hz,https://www.itopya.com/Arama?q=Samsung+Optix+34+in%C3%A7+3840x2160+144Hz,https://www.incehesap.com/arama/?q=Samsung+Optix+34+in%C3%A7+3840x2160+144Hz,https://www.sinerji.gen.tr/arama?q=Samsung+Optix+34+in%C3%A7+3840x2160+144Hz,78,Yüksek
Toplama Bilgisayar,Ekran Kartı,Gainward,GTX 1650 TUF 4GB,6400,Giriş,Video Edit,,GDDR6,75,4GB,PCIe,1080p giriş oyun,48,462,3,Var,,,,4GB,,,Vatan,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Gainward+GTX+1650+TUF+4GB,https://www.hepsiburada.com/ara?q=Gainward+GTX+1650+TUF+4GB,https://www.amazon.com.tr/s?k=Gainward+GTX+1650+TUF+4GB,https://www.teknosa.com/arama/?s=Gainward+GTX+1650+TUF+4GB,https://www.vatanbilgisayar.com/arama/Gainward+GTX+1650+TUF+4GB,https://www.itopya.com/Arama?q=Gainward+GTX+1650+TUF+4GB,https://www.incehesap.com/arama/?q=Gainward+GTX+1650+TUF+4GB,https://www.sinerji.gen.tr/arama?q=Gainward+GTX+1650+TUF+4GB,48,Düşük
Toplama Bilgisayar,Klavye,Akko,G Pro X Mekanik Tam boy,2250,Orta,Yazılım,,,,,USB,Mekanik klavye,52,5478,2,Var,Tam boy,,,,,,GamingGenTR,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Akko+G+Pro+X+Mekanik+Tam+boy,https://www.hepsiburada.com/ara?q=Akko+G+Pro+X+Mekanik+Tam+boy,https://www.amazon.com.tr/s?k=Akko+G+Pro+X+Mekanik+Tam+boy,https://www.teknosa.com/arama/?s=Akko+G+Pro+X+Mekanik+Tam+boy,https://www.vatanbilgisayar.com/arama/Akko+G+Pro+X+Mekanik+Tam+boy,https://www.itopya.com/Arama?q=Akko+G+Pro+X+Mekanik+Tam+boy,https://www.incehesap.com/arama/?q=Akko+G+Pro+X+Mekanik+Tam+boy,https://www.sinerji.gen.tr/arama?q=Akko+G+Pro+X+Mekanik+Tam+boy,52,Orta
Toplama Bilgisayar,Mouse,Logitech,FK2 Mini 36000DPI,450,Giriş,Oyun,,,,,USB,"36000 DPI sensör, 63g",67,2803,2,Yok,,,,,,,Vatan,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Logitech+FK2+Mini+36000DPI,https://www.hepsiburada.com/ara?q=Logitech+FK2+Mini+36000DPI,https://www.amazon.com.tr/s?k=Logitech+FK2+Mini+36000DPI,https://www.teknosa.com/arama/?s=Logitech+FK2+Mini+36000DPI,https://www.vatanbilgisayar.com/arama/Logitech+FK2+Mini+36000DPI,https://www.itopya.com/Arama?q=Logitech+FK2+Mini+36000DPI,https://www.incehesap.com/arama/?q=Logitech+FK2+Mini+36000DPI,https://www.sinerji.gen.tr/arama?q=Logitech+FK2+Mini+36000DPI,67,Yüksek
Toplama Bilgisayar,Anakart,NZXT,Taichi Z790 AX DDR5,11900,Üst,Video Edit,LGA1700,DDR5,,,LGA1700-DDR5,"Micro ATX, Z790 yonga seti, DDR5 bellek desteği",56,11388,3,Yok,Micro ATX,,,,,,Epey,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=NZXT+Taichi+Z790+AX+DDR5,https://www.hepsiburada.com/ara?q=NZXT+Taichi+Z790+AX+DDR5,https://www.amazon.com.tr/s?k=NZXT+Taichi+Z790+AX+DDR5,https://www.teknosa.com/arama/?s=NZXT+Taichi+Z790+AX+DDR5,https://www.vatanbilgisayar.com/arama/NZXT+Taichi+Z790+AX+DDR5,https://www.itopya.com/Arama?q=NZXT+Taichi+Z790+AX+DDR5,https://www.incehesap.com/arama/?q=NZXT+Taichi+Z790+AX+DDR5,https://www.sinerji.gen.tr/arama?q=NZXT+Taichi+Z790+AX+DDR5,56,Yüksek
Toplama Bilgisayar,Kasa,NZXT,TUF GT Mesh,6600,Üst,Tasarım,,,,,E-ATX,"Mid Tower, mesh/airflow odaklı kasa",49,11658,2,Var,Mid Tower,,,,,,İncehesap,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=NZXT+TUF+GT+Mesh,https://www.hepsiburada.com/ara?q=NZXT+TUF+GT+Mesh,https://www.amazon.com.tr/s?k=NZXT+TUF+GT+Mesh,https://www.teknosa.com/arama/?s=NZXT+TUF+GT+Mesh,https://www.vatanbilgisayar.com/arama/NZXT+TUF+GT+Mesh,https://www.itopya.com/Arama?q=NZXT+TUF+GT+Mesh,https://www.incehesap.com/arama/?q=NZXT+TUF+GT+Mesh,https://www.sinerji.gen.tr/arama?q=NZXT+TUF+GT+Mesh,49,Yüksek
Toplama Bilgisayar,RAM,GoodRam,Ripjaws 16GB 2x8GB DDR5 5200MHz,2450,Orta,Yazılım,,DDR5,,16GB,DDR5,5200MHz bellek kiti,55,6677,5,Yok,,,,,,,Sinerji,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=GoodRam+Ripjaws+16GB+2x8GB+DDR5+5200MHz,https://www.hepsiburada.com/ara?q=GoodRam+Ripjaws+16GB+2x8GB+DDR5+5200MHz,https://www.amazon.com.tr/s?k=GoodRam+Ripjaws+16GB+2x8GB+DDR5+5200MHz,https://www.teknosa.com/arama/?s=GoodRam+Ripjaws+16GB+2x8GB+DDR5+5200MHz,https://www.vatanbilgisayar.com/arama/GoodRam+Ripjaws+16GB+2x8GB+DDR5+5200MHz,https://www.itopya.com/Arama?q=GoodRam+Ripjaws+16GB+2x8GB+DDR5+5200MHz,https://www.incehesap.com/arama/?q=GoodRam+Ripjaws+16GB+2x8GB+DDR5+5200MHz,https://www.sinerji.gen.tr/arama?q=GoodRam+Ripjaws+16GB+2x8GB+DDR5+5200MHz,55,Orta
Toplama Bilgisayar,Klavye,SteelSeries,Apex Pro Optik switch 60%,2400,Orta,Yazılım,,,,,Bluetooth,Optik switch klavye,53,4435,2,Yok,60%,,,,,,Vatan,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=SteelSeries+Apex+Pro+Optik+switch+60%25,https://www.hepsiburada.com/ara?q=SteelSeries+Apex+Pro+Optik+switch+60%25,https://www.amazon.com.tr/s?k=SteelSeries+Apex+Pro+Optik+switch+60%25,https://www.teknosa.com/arama/?s=SteelSeries+Apex+Pro+Optik+switch+60%25,https://www.vatanbilgisayar.com/arama/SteelSeries+Apex+Pro+Optik+switch+60%25,https://www.itopya.com/Arama?q=SteelSeries+Apex+Pro+Optik+switch+60%25,https://www.incehesap.com/arama/?q=SteelSeries+Apex+Pro+Optik+switch+60%25,https://www.sinerji.gen.tr/arama?q=SteelSeries+Apex+Pro+Optik+switch+60%25,53,Orta
Toplama Bilgisayar,Anakart,Gigabyte,Tomahawk B650E DDR5,14900,Üst,Yazılım,AM5,DDR5,,,AM5-DDR5,"Mini ITX, B650E yonga seti, DDR5 bellek desteği",56,9950,3,Yok,Mini ITX,,,,,,Akakçe,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Gigabyte+Tomahawk+B650E+DDR5,https://www.hepsiburada.com/ara?q=Gigabyte+Tomahawk+B650E+DDR5,https://www.amazon.com.tr/s?k=Gigabyte+Tomahawk+B650E+DDR5,https://www.teknosa.com/arama/?s=Gigabyte+Tomahawk+B650E+DDR5,https://www.vatanbilgisayar.com/arama/Gigabyte+Tomahawk+B650E+DDR5,https://www.itopya.com/Arama?q=Gigabyte+Tomahawk+B650E+DDR5,https://www.incehesap.com/arama/?q=Gigabyte+Tomahawk+B650E+DDR5,https://www.sinerji.gen.tr/arama?q=Gigabyte+Tomahawk+B650E+DDR5,56,Yüksek
Toplama Bilgisayar,Güç Kaynağı,Thermaltake,Strider 850W 80+ Platinum,7700,Üst,Video Edit,,,850W,,80+ Platinum,"Modüler PSU, 80+ Platinum",60,11316,7,Yok,,,,,,,Sinerji,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Thermaltake+Strider+850W+80%2B+Platinum,https://www.hepsiburada.com/ara?q=Thermaltake+Strider+850W+80%2B+Platinum,https://www.amazon.com.tr/s?k=Thermaltake+Strider+850W+80%2B+Platinum,https://www.teknosa.com/arama/?s=Thermaltake+Strider+850W+80%2B+Platinum,https://www.vatanbilgisayar.com/arama/Thermaltake+Strider+850W+80%2B+Platinum,https://www.itopya.com/Arama?q=Thermaltake+Strider+850W+80%2B+Platinum,https://www.incehesap.com/arama/?q=Thermaltake+Strider+850W+80%2B+Platinum,https://www.sinerji.gen.tr/arama?q=Thermaltake+Strider+850W+80%2B+Platinum,60,Yüksek
Toplama Bilgisayar,Ekran Kartı,Zotac,RTX 5070 JetStream 12GB,54750,Üst,Yapay Zeka,,GDDR6,250,12GB,PCIe,2026 yeni nesil 1440p,71,10561,3,Yok,,,,12GB,,,Epey,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Zotac+RTX+5070+JetStream+12GB,https://www.hepsiburada.com/ara?q=Zotac+RTX+5070+JetStream+12GB,https://www.amazon.com.tr/s?k=Zotac+RTX+5070+JetStream+12GB,https://www.teknosa.com/arama/?s=Zotac+RTX+5070+JetStream+12GB,https://www.vatanbilgisayar.com/arama/Zotac+RTX+5070+JetStream+12GB,https://www.itopya.com/Arama?q=Zotac+RTX+5070+JetStream+12GB,https://www.incehesap.com/arama/?q=Zotac+RTX+5070+JetStream+12GB,https://www.sinerji.gen.tr/arama?q=Zotac+RTX+5070+JetStream+12GB,71,Yüksek
Toplama Bilgisayar,Güç Kaynağı,NZXT,CV 650W 80+ Bronze,3400,Orta,Oyun,,,650W,,80+ Bronze,"Yarı modüler PSU, 80+ Bronze",50,3613,3,Yok,,,,,,,İncehesap,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=NZXT+CV+650W+80%2B+Bronze,https://www.hepsiburada.com/ara?q=NZXT+CV+650W+80%2B+Bronze,https://www.amazon.com.tr/s?k=NZXT+CV+650W+80%2B+Bronze,https://www.teknosa.com/arama/?s=NZXT+CV+650W+80%2B+Bronze,https://www.vatanbilgisayar.com/arama/NZXT+CV+650W+80%2B+Bronze,https://www.itopya.com/Arama?q=NZXT+CV+650W+80%2B+Bronze,https://www.incehesap.com/arama/?q=NZXT+CV+650W+80%2B+Bronze,https://www.sinerji.gen.tr/arama?q=NZXT+CV+650W+80%2B+Bronze,50,Orta
Toplama Bilgisayar,Kasa,Corsair,H5 Flow RGB,6100,Üst,Video Edit,,,,,Micro ATX,"Mid Tower, mesh/airflow odaklı kasa",74,1292,2,Var,Mid Tower,,,,,,İncehesap,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Corsair+H5+Flow+RGB,https://www.hepsiburada.com/ara?q=Corsair+H5+Flow+RGB,https://www.amazon.com.tr/s?k=Corsair+H5+Flow+RGB,https://www.teknosa.com/arama/?s=Corsair+H5+Flow+RGB,https://www.vatanbilgisayar.com/arama/Corsair+H5+Flow+RGB,https://www.itopya.com/Arama?q=Corsair+H5+Flow+RGB,https://www.incehesap.com/arama/?q=Corsair+H5+Flow+RGB,https://www.sinerji.gen.tr/arama?q=Corsair+H5+Flow+RGB,74,Çok Yüksek
Toplama Bilgisayar,Mouse,Corsair,G Pro X Superlight 8000DPI,500,Giriş,Günlük Kullanım,,,,,Bluetooth,"8000 DPI sensör, 49g",73,423,2,Var,,,,,,,Akakçe,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Corsair+G+Pro+X+Superlight+8000DPI,https://www.hepsiburada.com/ara?q=Corsair+G+Pro+X+Superlight+8000DPI,https://www.amazon.com.tr/s?k=Corsair+G+Pro+X+Superlight+8000DPI,https://www.teknosa.com/arama/?s=Corsair+G+Pro+X+Superlight+8000DPI,https://www.vatanbilgisayar.com/arama/Corsair+G+Pro+X+Superlight+8000DPI,https://www.itopya.com/Arama?q=Corsair+G+Pro+X+Superlight+8000DPI,https://www.incehesap.com/arama/?q=Corsair+G+Pro+X+Superlight+8000DPI,https://www.sinerji.gen.tr/arama?q=Corsair+G+Pro+X+Superlight+8000DPI,73,Orta
Toplama Bilgisayar,Klavye,Redragon,ROG Strix Scope RGB Optik switch TKL,1900,Orta,Günlük Kullanım,,,,,USB,Optik switch klavye,49,2592,2,Var,TKL,,,,,,GamingGenTR,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Redragon+ROG+Strix+Scope+RGB+Optik+switch+TKL,https://www.hepsiburada.com/ara?q=Redragon+ROG+Strix+Scope+RGB+Optik+switch+TKL,https://www.amazon.com.tr/s?k=Redragon+ROG+Strix+Scope+RGB+Optik+switch+TKL,https://www.teknosa.com/arama/?s=Redragon+ROG+Strix+Scope+RGB+Optik+switch+TKL,https://www.vatanbilgisayar.com/arama/Redragon+ROG+Strix+Scope+RGB+Optik+switch+TKL,https://www.itopya.com/Arama?q=Redragon+ROG+Strix+Scope+RGB+Optik+switch+TKL,https://www.incehesap.com/arama/?q=Redragon+ROG+Strix+Scope+RGB+Optik+switch+TKL,https://www.sinerji.gen.tr/arama?q=Redragon+ROG+Strix+Scope+RGB+Optik+switch+TKL,49,Orta
Toplama Bilgisayar,Klavye,MSI,K380 Pro Optik switch Tam boy,1950,Orta,Yazılım,,,,,Bluetooth,Optik switch klavye,73,1701,2,Var,Tam boy,,,,,,Akakçe,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=MSI+K380+Pro+Optik+switch+Tam+boy,https://www.hepsiburada.com/ara?q=MSI+K380+Pro+Optik+switch+Tam+boy,https://www.amazon.com.tr/s?k=MSI+K380+Pro+Optik+switch+Tam+boy,https://www.teknosa.com/arama/?s=MSI+K380+Pro+Optik+switch+Tam+boy,https://www.vatanbilgisayar.com/arama/MSI+K380+Pro+Optik+switch+Tam+boy,https://www.itopya.com/Arama?q=MSI+K380+Pro+Optik+switch+Tam+boy,https://www.incehesap.com/arama/?q=MSI+K380+Pro+Optik+switch+Tam+boy,https://www.sinerji.gen.tr/arama?q=MSI+K380+Pro+Optik+switch+Tam+boy,73,Yüksek
Toplama Bilgisayar,Klavye,Corsair,Alloy Origins Wireless Mekanik 75%,2600,Orta,Günlük Kullanım,,,,,Kablosuz,Mekanik klavye,73,1605,2,Yok,75%,,,,,,Vatan,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Corsair+Alloy+Origins+Wireless+Mekanik+75%25,https://www.hepsiburada.com/ara?q=Corsair+Alloy+Origins+Wireless+Mekanik+75%25,https://www.amazon.com.tr/s?k=Corsair+Alloy+Origins+Wireless+Mekanik+75%25,https://www.teknosa.com/arama/?s=Corsair+Alloy+Origins+Wireless+Mekanik+75%25,https://www.vatanbilgisayar.com/arama/Corsair+Alloy+Origins+Wireless+Mekanik+75%25,https://www.itopya.com/Arama?q=Corsair+Alloy+Origins+Wireless+Mekanik+75%25,https://www.incehesap.com/arama/?q=Corsair+Alloy+Origins+Wireless+Mekanik+75%25,https://www.sinerji.gen.tr/arama?q=Corsair+Alloy+Origins+Wireless+Mekanik+75%25,73,Yüksek
Toplama Bilgisayar,Kasa,GamePower,TD500 White,2800,Orta,Günlük Kullanım,,,,,E-ATX,"Full Tower, mesh/airflow odaklı kasa",56,5019,2,Var,Full Tower,,,,,,Sinerji,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=GamePower+TD500+White,https://www.hepsiburada.com/ara?q=GamePower+TD500+White,https://www.amazon.com.tr/s?k=GamePower+TD500+White,https://www.teknosa.com/arama/?s=GamePower+TD500+White,https://www.vatanbilgisayar.com/arama/GamePower+TD500+White,https://www.itopya.com/Arama?q=GamePower+TD500+White,https://www.incehesap.com/arama/?q=GamePower+TD500+White,https://www.sinerji.gen.tr/arama?q=GamePower+TD500+White,56,Orta
Toplama Bilgisayar,Soğutucu,SilverStone,LT720,6300,Üst,Tasarım,,,,,AM4-AM5-LGA1700,360mm sıvı soğutma,56,9978,5,Yok,360mm,,,,,,Vatan,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=SilverStone+LT720,https://www.hepsiburada.com/ara?q=SilverStone+LT720,https://www.amazon.com.tr/s?k=SilverStone+LT720,https://www.teknosa.com/arama/?s=SilverStone+LT720,https://www.vatanbilgisayar.com/arama/SilverStone+LT720,https://www.itopya.com/Arama?q=SilverStone+LT720,https://www.incehesap.com/arama/?q=SilverStone+LT720,https://www.sinerji.gen.tr/arama?q=SilverStone+LT720,56,Yüksek
Toplama Bilgisayar,İşlemci,AMD,Ryzen 5 7600 Box,8200,Orta,Oyun,AM5,DDR5,65,,AM5-DDR5,6 çekirdek 12 thread dahili grafik,74,1210,3,Yok,,,,,,,Vatan,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=AMD+Ryzen+5+7600+Box,https://www.hepsiburada.com/ara?q=AMD+Ryzen+5+7600+Box,https://www.amazon.com.tr/s?k=AMD+Ryzen+5+7600+Box,https://www.teknosa.com/arama/?s=AMD+Ryzen+5+7600+Box,https://www.vatanbilgisayar.com/arama/AMD+Ryzen+5+7600+Box,https://www.itopya.com/Arama?q=AMD+Ryzen+5+7600+Box,https://www.incehesap.com/arama/?q=AMD+Ryzen+5+7600+Box,https://www.sinerji.gen.tr/arama?q=AMD+Ryzen+5+7600+Box,74,Çok Yüksek
Toplama Bilgisayar,Kasa,Thermaltake,H5 Flow Mesh,2450,Giriş,Günlük Kullanım,,,,,Micro ATX,"Mini Tower, mesh/airflow odaklı kasa",43,2430,2,Yok,Mini Tower,,,,,,Vatan,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Thermaltake+H5+Flow+Mesh,https://www.hepsiburada.com/ara?q=Thermaltake+H5+Flow+Mesh,https://www.amazon.com.tr/s?k=Thermaltake+H5+Flow+Mesh,https://www.teknosa.com/arama/?s=Thermaltake+H5+Flow+Mesh,https://www.vatanbilgisayar.com/arama/Thermaltake+H5+Flow+Mesh,https://www.itopya.com/Arama?q=Thermaltake+H5+Flow+Mesh,https://www.incehesap.com/arama/?q=Thermaltake+H5+Flow+Mesh,https://www.sinerji.gen.tr/arama?q=Thermaltake+H5+Flow+Mesh,43,Düşük
Toplama Bilgisayar,Mouse,Corsair,ROG Keris Pro 12000DPI,650,Giriş,Günlük Kullanım,,,,,Kablosuz,"12000 DPI sensör, 49g",66,3337,2,Var,,,,,,,GamingGenTR,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Corsair+ROG+Keris+Pro+12000DPI,https://www.hepsiburada.com/ara?q=Corsair+ROG+Keris+Pro+12000DPI,https://www.amazon.com.tr/s?k=Corsair+ROG+Keris+Pro+12000DPI,https://www.teknosa.com/arama/?s=Corsair+ROG+Keris+Pro+12000DPI,https://www.vatanbilgisayar.com/arama/Corsair+ROG+Keris+Pro+12000DPI,https://www.itopya.com/Arama?q=Corsair+ROG+Keris+Pro+12000DPI,https://www.incehesap.com/arama/?q=Corsair+ROG+Keris+Pro+12000DPI,https://www.sinerji.gen.tr/arama?q=Corsair+ROG+Keris+Pro+12000DPI,66,Yüksek
Toplama Bilgisayar,Klavye,HyperX,K380 RGB Low Profile 75%,550,Giriş,Günlük Kullanım,,,,,USB,Low Profile klavye,53,1186,2,Var,75%,,,,,,İncehesap,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=HyperX+K380+RGB+Low+Profile+75%25,https://www.hepsiburada.com/ara?q=HyperX+K380+RGB+Low+Profile+75%25,https://www.amazon.com.tr/s?k=HyperX+K380+RGB+Low+Profile+75%25,https://www.teknosa.com/arama/?s=HyperX+K380+RGB+Low+Profile+75%25,https://www.vatanbilgisayar.com/arama/HyperX+K380+RGB+Low+Profile+75%25,https://www.itopya.com/Arama?q=HyperX+K380+RGB+Low+Profile+75%25,https://www.incehesap.com/arama/?q=HyperX+K380+RGB+Low+Profile+75%25,https://www.sinerji.gen.tr/arama?q=HyperX+K380+RGB+Low+Profile+75%25,53,Düşük
Toplama Bilgisayar,Klavye,Corsair,Apex Mekanik 75%,675,Giriş,Yazılım,,,,,USB,Mekanik klavye,66,2198,2,Var,75%,,,,,,İncehesap,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Corsair+Apex+Mekanik+75%25,https://www.hepsiburada.com/ara?q=Corsair+Apex+Mekanik+75%25,https://www.amazon.com.tr/s?k=Corsair+Apex+Mekanik+75%25,https://www.teknosa.com/arama/?s=Corsair+Apex+Mekanik+75%25,https://www.vatanbilgisayar.com/arama/Corsair+Apex+Mekanik+75%25,https://www.itopya.com/Arama?q=Corsair+Apex+Mekanik+75%25,https://www.incehesap.com/arama/?q=Corsair+Apex+Mekanik+75%25,https://www.sinerji.gen.tr/arama?q=Corsair+Apex+Mekanik+75%25,66,Yüksek
